E_alpha,E_beta,E_theta,E_delta,R,Label
0.2384185791015625,16458.630561828613,461.578369140625,16458.630561828613,1.4485930539963062e-05,1
10564.38684463501,3575.861454010009,13.41104507446289,3575.861454010009,2.9543613421565857,1
29206.275939941406,2415.657043457032,1305.5801391601562,2415.657043457032,12.090406632451636,1
4706.442356109619,5841.791629791259,21.517276763916016,5841.791629791259,0.8056505014845576,1
608.0269813537598,17238.676548004154,3577.7688026428223,17238.676548004154,0.0352710940228271,1
2360.403537750244,8282.00578689575,788.271427154541,8282.00578689575,0.2850038503335756,1
28460.08539199829,3122.389316558837,451.1475563049317,3122.389316558837,9.114842034933666,1
12832.6416015625,4051.446914672852,420.57037353515625,4051.446914672852,3.167421879597481,1
57.28006362915039,10611.116886138918,26.285648345947266,10611.116886138918,0.0053981182418199,1
1395.2851295471191,9366.57190322876,353.395938873291,9366.57190322876,0.1489643323045595,1
23732.244968414307,2141.058444976806,708.162784576416,2141.058444976806,11.084351771943991,1
22324.562072753903,1483.20198059082,2289.7720336914062,1483.20198059082,15.051599421314904,1
391.0660743713379,9757.816791534424,81.59875869750977,9757.816791534424,0.0400772101717071,1
391.0660743713379,12260.258197784424,2911.150455474853,12260.258197784424,0.0318970504586932,1
6295.740604400635,1543.1046485900877,410.616397857666,1543.1046485900877,4.079918111939435,1
10766.088962554932,3375.351428985596,37.25290298461914,3375.351428985596,3.189620159282346,1
81.59875869750977,2818.167209625244,2220.2134132385254,2818.167209625244,0.0289545483386561,1
931.3225746154784,10553.181171417233,8115.828037261963,10553.181171417233,0.0882504108939131,1
2480.506896972656,4277.825355529785,3263.711929321289,4277.825355529785,0.5798523059774279,1
12016.355991363524,4663.288593292236,167.4294471740723,4663.288593292236,2.576798701381699,1
1642.465591430664,6573.796272277834,1377.105712890625,6573.796272277834,0.2498503944147247,1
887.1555328369141,13676.643371582031,6971.597671508789,13676.643371582031,0.0648664667735862,1
1662.3139381408691,2283.3943367004395,2911.150455474853,2283.3943367004395,0.7280012529692762,1
14545.679092407228,2925.992012023926,34.332275390625,2925.992012023926,4.971195762884498,1
5802.154541015625,3589.630126953126,3.814697265625,3589.630126953126,1.6163655685441016,1
8.58306884765625,8646.607398986816,4345.178604125977,8646.607398986816,0.0009926516206416,1
53.64418029785156,5594.491958618163,5151.987075805664,5594.491958618163,0.0095887492009375,1
7012.426853179932,5209.267139434814,143.1107521057129,5209.267139434814,1.3461446045058756,1
14078.378677368164,5943.53675842285,200.5100250244141,5943.53675842285,2.368687071282443,1
1432.0015907287598,11555.731296539308,7176.93567276001,11555.731296539308,0.1239213299427976,1
126.12342834472656,17955.899238586426,11539.459228515623,17955.899238586426,0.0070240663900414,1
5328.714847564697,4243.671894073486,1395.2851295471191,4243.671894073486,1.2556849305448263,1
16055.166721343994,2979.3381690979004,50.12750625610352,2979.3381690979004,5.388836650995299,1
4249.155521392822,2399.9810218811035,3017.4851417541504,2399.9810218811035,1.7704954675276294,1
381.4697265625,5414.247512817383,9728.431701660156,5414.247512817383,0.070456647144304,1
5876.779556274414,1555.085182189941,4409.7900390625,1555.085182189941,3.7790724415484873,1
38051.66482925415,6802.618503570557,1253.187656402588,6802.618503570557,5.593679082441798,1
17316.40100479126,6743.729114532472,3291.6665077209477,6743.729114532472,2.567778258986574,1
353.395938873291,6610.453128814698,8561.670780181885,6610.453128814698,0.0534601686127766,1
4313.051700592041,3468.573093414307,6930.887699127197,3468.573093414307,1.2434657089340642,1
32199.9192237854,5341.112613677979,1742.8994178771973,5341.112613677979,6.028691314488499,1
24566.8888092041,6359.577178955079,2062.082290649414,6359.577178955079,3.8629751818249978,1
1867.353916168213,8631.050586700438,8381.903171539307,8631.050586700438,0.2163530264838921,1
2289.7720336914062,10302.662849426271,7639.169692993164,10302.662849426271,0.2222505062192652,1
28790.533542633057,6610.453128814696,1662.3139381408691,6610.453128814696,4.355304089085254,1
