E_alpha,E_beta,E_theta,E_delta,R,Label
83134.2339515686,34872.59149551391,33796.37002944946,34872.59149551391,2.383941955167375,0
46367.88368225098,34809.112548828125,42257.54737854004,34809.112548828125,1.3320616438356163,0
11750.221252441406,123380.78022003175,105434.65614318848,123380.78022003175,0.0952354267130309,0
12832.6416015625,105110.64529418944,94028.47290039062,105110.64529418944,0.1220869833464136,0
6065.428256988525,63312.35170364379,80619.39477920532,63312.35170364379,0.095801657872068,0
3845.4532623291016,134695.29151916504,127401.59034729004,134695.29151916504,0.0285492775505219,0
152587.890625,301910.9964370728,185051.20277404785,301910.9964370728,0.5054068663471284,0
138254.70209121704,291461.0505104065,205986.55939102173,291461.0505104065,0.4743505241921877,0
96136.33155822754,279943.1085586547,239373.2070922852,279943.1085586547,0.3434138173759855,0
105117.7978515625,273479.700088501,205322.265625,273479.700088501,0.3843714828469727,0
178597.03302383423,304341.61424636835,150118.4105873108,304341.61424636835,0.5868308002048569,0
45843.660831451416,159495.17488479614,121034.6817970276,159495.17488479614,0.2874297662268745,0
5989.6111488342285,98595.20196914674,83416.04471206665,98595.20196914674,0.0607495195426299,0
16933.023929595947,152759.850025177,150497.01929092407,152759.850025177,0.1108473458621826,0
1506.8650245666504,80327.3320198059,112362.44440078735,80327.3320198059,0.0187590573056143,0
2106.6665649414062,41919.94667053224,43267.25006103516,41919.94667053224,0.0502545144319635,0
30131.399631500244,120146.33417129517,103069.84186172484,120146.33417129517,0.2507891717157285,0
66845.47662734985,220208.7044715881,210442.60263443,220208.7044715881,0.3035551059970676,0
60442.03042984009,241936.74325943,254660.18915176392,241936.74325943,0.2498257586489366,0
41657.447814941406,164323.4491348267,163061.38038635254,164323.4491348267,0.2535088451117019,0
40470.123291015625,136415.95840454102,142830.84869384766,136415.95840454102,0.296667074470874,0
247321.66528701785,288805.5443763733,147856.77194595337,288805.5443763733,0.8563605169736858,0
137348.41346740723,230630.0401687621,118164.0625,230630.0401687621,0.5955356612126649,0
5951.881408691406,42915.94028472901,76648.95057678223,42915.94028472901,0.1386869626810738,0
51330.56640625,104539.15596008304,88715.5532836914,104539.15596008304,0.4910176089985836,0
169030.18951416016,222291.2311553955,177155.4946899414,222291.2311553955,0.7603997181337192,0
2806.723117828369,69030.34448623657,113018.09549331664,69030.34448623657,0.0406592656999992,0
584.1851234436035,64720.21341323852,116324.96118545532,64720.21341323852,0.0090263163953675,0
188003.5400390625,205695.2714920044,126705.40809631348,205695.2714920044,0.9139905777871534,0
420471.19140625,326228.7378311157,96136.33155822754,326228.7378311157,1.288884585097228,0
126705.40809631348,214641.69025421143,183793.0679321289,214641.69025421143,0.5903112668664209,0
40765.345096588135,164256.63232803342,238657.05728530884,164256.63232803342,0.2481808163166071,0
273220.59869766235,262000.6203651428,133217.87118911743,262000.6203651428,1.0428242433811132,0
414476.9310951233,302877.7241706848,58773.10037612915,302877.7241706848,1.3684629076965311,0
52219.39086914063,109560.48965454104,94628.33404541016,109560.48965454104,0.4766261179901202,0
632.3456764221191,35353.00493240357,82852.90002822876,35353.00493240357,0.0178866174920969,0
119173.28834533691,165952.32486724854,79101.5625,165952.32486724854,0.7181176186634811,0
652639.9254798889,457324.0876197815,23283.064365386963,457324.0876197815,1.427084081393265,0
330007.6127052307,262345.1352119446,53680.00268936157,262345.1352119446,1.2579139782356652,0
4639.685153961182,47813.71355056763,77870.4285621643,47813.71355056763,0.0970367036865744,0
85544.82460021973,125953.79352569582,91057.77740478516,125953.79352569582,0.6791762455552222,0
401998.1026649475,312117.6362037659,116992.0563697815,312117.6362037659,1.2879698422504493,0
372529.0298461914,283941.38813018805,131618.73817443848,283941.38813018805,1.3119927049007227,0
53341.15028381348,105198.14491271973,117159.12818908691,105198.14491271973,0.5070540961351485,0
179423.39181900024,196950.73366165164,60923.15912246704,196950.73366165164,0.9110064658466204,0
476356.0891151428,332646.1911201478,45011.10315322876,332646.1911201478,1.432020272082685,0
197217.52405166623,154092.13304519653,53906.50033950806,154092.13304519653,1.2798675711356444,0
120017.58813858032,131716.0725593567,78690.11163711548,131716.0725593567,0.9111840780440478,0
80896.91400527954,135712.6832008362,94178.25937271118,135712.6832008362,0.5960895628713138,0
131087.83960342407,136084.85460281372,73306.6201210022,136084.85460281372,0.9632801532986588,0
306866.22858047485,217414.20030593872,97199.02276992798,217414.20030593872,1.4114359970446362,0
374917.0303344727,322143.79310607904,127750.39672851562,322143.79310607904,1.1638188857204392,0
136806.07080459595,207181.27489089963,132861.6738319397,207181.27489089963,0.6603206340758216,0
124973.29711914062,149878.14426422116,103540.65895080566,149878.14426422116,0.8338326961056068,0
416680.3359985352,269737.8396987915,112526.17835998537,269737.8396987915,1.544760410566905,0
413220.46518325806,284269.39249038696,112362.44440078735,284269.39249038696,1.453622782119365,0
499202.9666900635,373781.3234329224,76919.5556640625,373781.3234329224,1.3355481812339638,0
209324.12147521973,183420.77732086185,92834.47265625,183420.77732086185,1.1412236090846166,0
25493.860244750977,35195.94669342042,50011.63482666016,35195.94669342042,0.7243408017070567,0
176129.40073013306,146011.41214370725,80065.7868385315,146011.41214370725,1.2062714697723975,0
31589.508056640625,64995.40805816648,94928.97987365724,64995.40805816648,0.4860267671274585,0
18227.63681411743,772.5358009338379,19706.785678863525,772.5358009338379,23.594552889437544,0
60562.1337890625,43867.58804321289,20051.002502441406,43867.58804321289,1.3805667576116611,0
427784.9793434143,213512.0034217835,65589.01071548462,213512.0034217835,2.0035640736242075,0
126184.52310562134,121845.30496597291,75169.1460609436,121845.30496597291,1.0356125181914906,0
