E_alpha,E_beta,E_theta,E_delta,R,Label
75437.12854385376,79477.13136672977,82852.90002822876,79477.13136672977,0.949167732234392,0
358946.0849761963,168249.60708618167,14078.378677368164,168249.60708618167,2.133414105343706,0
78006.74438476562,75266.0036087036,23958.44459533692,75266.0036087036,1.036414060062372,0
9584.486484527588,54092.94366836548,52107.87057876587,54092.94366836548,0.1771855224461146,0
141542.01745986938,75854.36105728151,25105.535984039307,75854.36105728151,1.8659707297907864,0
434517.86041259766,196129.08363342285,137.3291015625,196129.08363342285,2.215468773742592,0
302553.7133216858,192519.96278762817,5544.722080230713,192519.96278762817,1.571544628104035,0
121544.83795166016,119005.4416656494,504.4937133789063,119005.4416656494,1.0213384888158752,0
312299.78799819946,166217.86355972287,110.20898818969728,166217.86355972287,1.8788581522466064,0
905657.0529937744,411598.68240356445,887.1555328369141,411598.68240356445,2.200340019810353,0
594058.5732460022,362583.45842361456,4773.67639541626,362583.45842361456,1.6384050608065797,0
13054.847717285156,27969.47956085205,15747.308731079102,27969.47956085205,0.4667533297815663,0
49902.498722076416,47516.40558242797,47106.80246353149,47516.40558242797,1.050216196077989,0
308220.14808654785,110094.07043457033,12285.470962524414,110094.07043457033,2.79960716203808,0
146732.3899269104,44485.62860488891,18359.720706939697,44485.62860488891,3.2984223113975446,0
22470.712661743164,33293.24722290038,24261.7130279541,33293.24722290038,0.6749330430672722,0
69522.85766601562,58612.46585845948,7135.629653930664,58612.46585845948,1.1861445623854685,0
494384.765625,194912.43362426755,4943.84765625,194912.43362426755,2.536445502384034,0
536441.8029785156,200906.03828430176,11539.459228515623,200906.03828430176,2.6701128923730897,0
59366.46461486816,24868.965148925778,6490.945816040039,24868.965148925778,2.3871706868121336,0
171852.35023498535,103314.39971923828,3044.366836547852,103314.39971923828,1.6633920412062808,0
609588.8614654541,273719.4299697876,13504.981994628906,273719.4299697876,2.2270573248407644,0
192261.6958618164,38469.91062164307,3845.4532623291016,38469.91062164307,4.99771620872055,0
56197.70288467407,20086.109638214108,19706.785678863525,20086.109638214108,2.7978390986055928,0
84122.6577758789,53194.16522979736,526.6666412353516,53194.16522979736,1.5814264104431623,0
113018.09549331664,43913.42401504517,1469.1948890686035,43913.42401504517,2.5736570998106534,0
107185.90021133424,23809.731006622314,20959.91373062133,23809.731006622314,4.501768633233282,0
123939.75257873537,48304.20017242432,2480.506896972656,48304.20017242432,2.56581730235313,0
95079.48160171507,58506.78682327271,3235.8765602111816,58506.78682327271,1.6251017491169857,0
117493.6294555664,51029.801368713386,1413.583755493164,51029.801368713386,2.302451240337422,0
419205.6655883789,145938.1580352783,7724.761962890625,145938.1580352783,2.872488396674449,0
514497.9953765869,212066.76959991452,35156.25,212066.76959991452,2.4261132300324064,0
609588.8614654541,313601.6130447387,39299.96490478516,313601.6130447387,1.943832034366767,0
389405.2505493164,214132.78579711908,27561.187744140625,214132.78579711908,1.8185223206233343,0
60802.69813537598,13747.453689575195,200.5100250244141,13747.453689575195,4.422833457623002,0
